timestamp,source_ip,destination_ip,user_agent,login_successful,attack_flag
2025-04-27 23:34:30,54.33.117.64,206.2.42.100,Bot,1,0
2025-04-27 23:42:17,149.76.48.188,162.180.66.231,Chrome,1,0
2025-04-27 23:47:44,31.19.61.92,90.72.173.161,Chrome,1,0
2025-04-27 23:54:04,118.9.138.20,221.17.215.90,Edge,1,0
2025-04-28 00:03:55,112.238.57.87,71.60.164.128,Safari,1,0
2025-04-28 00:07:14,152.222.116.72,34.171.117.25,Safari,1,0
2025-04-28 00:08:49,48.221.90.62,191.173.194.138,Edge,1,0
2025-04-28 00:17:31,65.254.26.37,110.32.3.233,Bot,1,0
2025-04-28 00:21:10,25.105.3.144,59.10.210.134,Edge,1,0
2025-04-28 00:28:55,2.125.121.248,200.179.253.192,Edge,1,0
2025-04-28 00:35:16,120.45.15.151,245.189.121.96,Bot,1,0
2025-04-28 00:37:12,129.158.230.161,35.24.73.218,Firefox,1,0
2025-04-28 00:41:26,133.92.117.12,231.104.52.227,Bot,1,0
2025-04-28 00:42:32,78.90.41.219,2.180.160.218,Chrome,1,1
2025-04-28 00:45:11,226.10.128.120,155.77.38.234,Chrome,1,0
2025-04-28 00:52:59,49.195.56.251,73.127.198.26,Bot,1,0
2025-04-28 00:54:21,222.173.26.206,250.71.130.73,Bot,1,0
2025-04-28 00:54:44,106.88.160.159,191.20.222.111,Chrome,1,0
2025-04-28 01:03:32,123.27.224.47,99.50.206.197,Firefox,1,0
2025-04-28 01:11:51,176.75.149.20,183.239.88.101,Edge,1,0
2025-04-28 01:12:23,180.203.195.178,141.140.10.128,Chrome,1,0
2025-04-28 01:22:07,80.246.180.152,120.221.99.159,Safari,1,0
2025-04-28 01:24:45,13.103.167.238,170.216.141.140,Safari,1,0
2025-04-28 01:31:08,14.240.168.13,6.95.22.17,Firefox,1,0
2025-04-28 01:31:44,211.31.198.2,160.71.212.180,Edge,1,1
2025-04-28 01:32:38,243.244.125.142,145.92.228.147,Safari,1,0
2025-04-28 01:40:51,221.249.32.119,171.200.252.47,Safari,1,0
2025-04-28 01:41:01,207.10.61.250,240.234.167.183,Firefox,1,0
2025-04-28 01:48:51,45.139.36.207,87.168.54.150,Firefox,1,0
2025-04-28 01:54:07,4.44.147.201,195.44.148.16,Firefox,1,0
2025-04-28 01:58:20,37.114.233.62,99.72.52.111,Chrome,1,0
2025-04-28 02:05:08,47.97.214.110,32.99.144.48,Edge,1,0
2025-04-28 02:06:11,228.36.129.252,173.92.76.210,Bot,1,0
2025-04-28 02:08:48,7.117.174.229,252.241.214.172,Edge,1,0
2025-04-28 02:11:57,71.72.77.25,237.247.35.194,Bot,1,0
2025-04-28 02:18:09,37.39.164.74,18.65.118.44,Firefox,1,0
2025-04-28 02:24:27,174.61.171.193,78.86.191.194,Bot,1,0
2025-04-28 02:34:22,113.197.143.233,65.148.92.146,Bot,1,0
2025-04-28 02:38:53,75.24.225.174,69.110.185.128,Firefox,1,0
2025-04-28 02:46:19,123.221.179.3,76.248.138.65,Firefox,1,1
2025-04-28 02:50:23,147.211.44.207,226.132.35.72,Safari,0,0
2025-04-28 02:56:17,84.227.8.164,27.181.251.238,Edge,1,0
2025-04-28 03:04:45,135.217.113.138,63.181.90.57,Bot,1,0
2025-04-28 03:13:10,43.16.47.34,159.176.219.138,Chrome,1,0
2025-04-28 03:22:10,47.122.38.60,69.151.9.45,Edge,1,0
2025-04-28 03:22:50,145.60.140.119,51.50.98.189,Chrome,1,0
2025-04-28 03:24:55,68.214.166.30,216.178.148.175,Safari,1,0
2025-04-28 03:25:08,138.161.8.174,105.45.57.7,Firefox,1,0
2025-04-28 03:32:13,94.246.153.28,74.60.122.18,Firefox,1,0
2025-04-28 03:36:23,206.80.8.36,30.26.255.213,Bot,1,0
2025-04-28 03:43:21,167.126.235.9,72.1.64.203,Chrome,1,0
2025-04-28 03:45:48,3.58.33.133,142.20.242.142,Bot,1,0
2025-04-28 03:53:55,227.159.145.244,16.161.94.203,Safari,0,1
2025-04-28 03:59:18,165.240.1.239,130.120.117.254,Bot,1,0
2025-04-28 04:06:56,157.32.187.230,251.66.113.238,Edge,1,0
2025-04-28 04:10:17,33.185.100.108,14.103.212.111,Chrome,1,0
2025-04-28 04:14:12,123.244.4.104,71.50.252.217,Safari,1,0
2025-04-28 04:17:47,117.83.88.87,179.170.233.97,Chrome,1,0
2025-04-28 04:22:17,197.167.254.213,184.11.193.84,Firefox,1,0
2025-04-28 04:29:27,137.49.191.194,218.112.170.143,Edge,1,0
2025-04-28 04:33:26,235.160.117.13,254.72.114.27,Edge,1,0
2025-04-28 04:39:13,115.137.219.54,24.154.69.243,Edge,1,0
2025-04-28 04:48:10,21.174.191.227,209.196.22.145,Edge,1,0
2025-04-28 04:48:27,58.63.175.118,199.203.115.172,Firefox,1,0
2025-04-28 04:49:54,209.29.62.137,112.62.222.62,Chrome,1,0
2025-04-28 04:56:36,72.144.158.161,5.7.193.169,Bot,1,0
2025-04-28 05:03:51,112.129.141.15,81.189.166.22,Firefox,1,0
2025-04-28 05:05:58,186.140.86.198,113.8.87.84,Edge,1,0
2025-04-28 05:13:08,26.67.241.144,115.3.250.18,Chrome,1,0
2025-04-28 05:13:37,106.166.68.112,133.240.146.182,Firefox,0,0
2025-04-28 05:18:30,186.22.47.178,54.53.146.33,Firefox,1,0
2025-04-28 05:21:32,52.82.63.79,165.74.101.10,Bot,1,0
2025-04-28 05:24:15,234.234.65.91,32.0.84.11,Bot,1,0
2025-04-28 05:26:14,180.71.146.9,87.21.43.106,Firefox,1,0
2025-04-28 05:35:15,183.27.30.163,159.193.132.152,Edge,1,0
2025-04-28 05:37:44,9.30.215.45,157.162.173.253,Firefox,1,0
2025-04-28 05:39:16,183.164.132.122,167.22.144.134,Firefox,1,0
2025-04-28 05:43:46,74.220.226.54,24.70.224.244,Bot,1,0
2025-04-28 05:48:29,246.36.35.139,34.232.249.218,Safari,1,0
2025-04-28 05:55:21,151.193.46.187,99.241.190.190,Bot,1,0
2025-04-28 06:02:49,92.124.98.129,191.189.59.236,Edge,1,0
2025-04-28 06:05:25,4.26.119.129,133.140.156.20,Chrome,1,0
2025-04-28 06:10:54,46.152.74.197,158.92.122.37,Safari,1,0
2025-04-28 06:11:33,79.207.122.42,75.238.21.35,Bot,1,0
2025-04-28 06:13:24,188.215.104.247,86.130.10.29,Firefox,1,0
2025-04-28 06:15:55,11.228.126.246,97.157.184.108,Chrome,1,0
2025-04-28 06:23:38,64.90.164.188,229.54.218.178,Bot,1,0
2025-04-28 06:25:52,172.18.194.168,201.151.172.151,Firefox,1,0
2025-04-28 06:32:18,212.211.40.209,106.20.118.56,Bot,1,0
2025-04-28 06:37:06,127.218.209.119,81.78.9.210,Firefox,1,0
2025-04-28 06:37:49,179.251.121.53,157.229.19.82,Safari,1,0
2025-04-28 06:41:14,195.15.132.249,144.100.255.57,Edge,1,0
2025-04-28 06:49:33,96.239.131.166,235.95.24.208,Safari,1,0
2025-04-28 06:50:08,182.126.123.245,117.124.131.138,Edge,1,0
2025-04-28 06:52:24,51.134.60.174,196.224.238.250,Bot,1,0
2025-04-28 06:52:35,211.28.54.204,92.218.240.8,Safari,0,0
2025-04-28 06:57:28,123.10.228.28,214.253.52.170,Bot,1,0
2025-04-28 07:01:18,84.43.5.198,176.79.158.119,Firefox,0,0
2025-04-28 07:08:54,94.219.181.209,202.178.69.165,Edge,1,0
2025-04-28 07:16:06,19.204.210.81,152.136.195.128,Edge,1,0
2025-04-28 07:19:03,157.196.60.152,1.133.251.33,Firefox,1,0
2025-04-28 07:23:37,134.59.103.239,181.80.131.171,Edge,1,0
2025-04-28 07:30:51,87.212.91.229,181.208.57.219,Firefox,1,1
2025-04-28 07:37:34,219.206.28.88,63.254.166.30,Safari,1,0
2025-04-28 07:47:25,177.105.33.135,119.200.83.136,Firefox,1,0
2025-04-28 07:52:20,140.48.225.255,140.118.135.160,Bot,1,0
2025-04-28 07:58:10,68.76.252.171,149.36.121.128,Safari,1,0
2025-04-28 07:58:40,190.79.166.22,86.247.229.27,Safari,1,0
2025-04-28 08:07:48,187.235.18.46,247.36.80.138,Chrome,0,0
2025-04-28 08:12:04,214.194.152.175,136.109.87.16,Bot,1,0
2025-04-28 08:18:56,39.184.15.84,68.162.5.249,Chrome,1,1
2025-04-28 08:19:44,231.114.117.145,53.201.221.254,Firefox,1,0
2025-04-28 08:20:11,216.166.129.49,15.114.152.66,Bot,1,0
2025-04-28 08:29:39,60.151.121.2,215.95.161.86,Bot,1,0
2025-04-28 08:36:29,91.142.169.28,255.154.159.48,Edge,1,0
2025-04-28 08:36:39,180.78.246.222,15.65.20.120,Edge,1,0
2025-04-28 08:46:13,156.19.165.106,137.180.136.111,Safari,1,0
2025-04-28 08:55:13,209.193.203.213,159.50.1.163,Chrome,1,0
2025-04-28 08:58:25,32.107.211.115,18.64.130.93,Firefox,0,0
2025-04-28 09:02:10,211.112.42.132,62.163.42.20,Firefox,1,0
2025-04-28 09:08:13,226.199.24.145,177.173.1.142,Firefox,1,1
2025-04-28 09:11:44,241.145.97.194,139.51.158.215,Bot,1,0
2025-04-28 09:15:21,164.130.6.17,224.237.157.159,Chrome,1,0
2025-04-28 09:20:40,29.105.236.99,4.219.125.185,Bot,1,0
2025-04-28 09:29:41,178.198.90.219,180.78.22.158,Safari,1,0
2025-04-28 09:35:38,222.113.86.68,21.93.67.158,Firefox,1,0
2025-04-28 09:42:22,162.115.240.187,159.66.135.192,Chrome,1,0
2025-04-28 09:49:00,217.158.46.136,170.63.79.131,Safari,0,0
2025-04-28 09:55:02,145.106.34.143,75.83.223.223,Edge,0,0
2025-04-28 09:56:36,131.243.235.130,172.45.59.255,Edge,1,0
2025-04-28 10:03:56,19.228.20.158,127.102.90.53,Firefox,1,0
2025-04-28 10:10:43,145.251.250.124,153.142.173.194,Bot,1,0
2025-04-28 10:19:19,182.153.138.24,166.165.35.1,Bot,1,0
2025-04-28 10:20:38,65.108.230.128,36.129.141.251,Edge,1,0
2025-04-28 10:21:31,173.51.141.235,158.116.184.147,Edge,1,0
2025-04-28 10:27:03,108.190.81.152,30.36.113.168,Bot,1,0
2025-04-28 10:35:32,56.185.104.149,221.169.252.3,Edge,1,0
2025-04-28 10:42:00,221.5.221.88,81.97.39.253,Edge,1,0
2025-04-28 10:43:27,48.99.152.205,93.89.64.228,Edge,1,0
2025-04-28 10:51:41,98.56.207.18,146.39.179.82,Bot,1,0
2025-04-28 10:58:10,87.17.237.223,76.150.211.191,Safari,1,0
2025-04-28 11:06:33,128.26.213.112,230.216.77.111,Safari,1,0
2025-04-28 11:10:32,25.210.95.36,96.121.115.242,Firefox,1,0
2025-04-28 11:18:44,34.39.66.7,235.240.115.71,Firefox,1,0
2025-04-28 11:21:48,114.48.138.150,37.199.174.62,Edge,1,0
2025-04-28 11:23:38,25.248.210.26,219.240.88.205,Edge,1,0
2025-04-28 11:29:15,34.147.159.129,187.5.213.164,Chrome,1,0
2025-04-28 11:37:39,105.52.207.130,228.127.158.30,Edge,1,0
2025-04-28 11:39:56,59.149.154.148,152.188.204.10,Chrome,1,0
2025-04-28 11:48:27,114.38.113.112,251.60.251.204,Firefox,1,0
2025-04-28 11:55:15,142.1.130.223,135.209.207.185,Bot,1,0
2025-04-28 12:03:41,92.156.175.227,168.221.40.100,Chrome,1,0
2025-04-28 12:04:20,195.39.164.208,167.91.68.107,Firefox,1,0
2025-04-28 12:12:15,35.171.221.120,203.91.64.108,Chrome,1,0
2025-04-28 12:15:49,37.101.188.206,24.176.67.61,Firefox,1,0
2025-04-28 12:23:37,173.132.3.199,8.48.145.81,Firefox,1,0
2025-04-28 12:27:18,19.136.71.160,200.189.182.44,Firefox,1,0
2025-04-28 12:28:59,73.167.175.42,38.249.144.73,Firefox,1,0
2025-04-28 12:32:00,52.131.138.27,250.136.168.52,Chrome,1,0
2025-04-28 12:32:19,36.3.86.186,116.119.211.95,Safari,1,0
2025-04-28 12:32:41,37.170.154.0,30.140.155.172,Edge,1,0
2025-04-28 12:35:14,19.201.150.76,180.224.142.176,Chrome,1,0
2025-04-28 12:42:19,53.32.116.125,30.212.117.24,Safari,1,0
2025-04-28 12:44:25,73.100.197.166,60.198.78.223,Chrome,1,0
2025-04-28 12:51:47,79.213.238.191,187.227.186.135,Firefox,1,0
2025-04-28 12:57:31,225.90.172.92,159.109.152.176,Bot,1,0
2025-04-28 13:01:50,202.218.104.201,237.167.141.152,Chrome,1,0
2025-04-28 13:02:44,83.79.124.73,176.191.115.142,Edge,1,0
2025-04-28 13:10:27,190.171.99.81,80.135.49.121,Chrome,1,0
2025-04-28 13:11:48,195.33.185.109,47.190.55.105,Firefox,1,0
2025-04-28 13:18:46,130.251.112.78,141.118.116.78,Bot,1,0
2025-04-28 13:21:43,226.55.156.14,138.141.29.186,Safari,1,0
2025-04-28 13:24:44,170.7.66.223,118.135.95.253,Chrome,0,0
2025-04-28 13:28:11,4.163.27.239,239.35.6.15,Chrome,1,0
2025-04-28 13:35:45,77.226.60.164,39.88.71.45,Edge,1,0
2025-04-28 13:43:34,235.80.119.71,160.74.133.216,Bot,1,0
2025-04-28 13:46:22,250.111.236.136,202.165.185.87,Bot,1,0
2025-04-28 13:52:50,187.244.202.123,193.84.127.171,Bot,1,0
2025-04-28 14:02:49,95.39.142.88,222.112.245.224,Chrome,1,0
2025-04-28 14:09:15,174.183.35.162,16.41.96.242,Edge,1,0
2025-04-28 14:10:22,8.15.131.30,102.44.105.194,Edge,1,0
2025-04-28 14:20:16,41.145.32.179,191.78.91.253,Bot,1,0
2025-04-28 14:22:41,242.5.225.53,133.166.21.149,Chrome,1,0
2025-04-28 14:24:55,141.155.125.72,31.164.234.207,Safari,1,0
2025-04-28 14:28:28,182.61.191.63,143.138.21.78,Firefox,1,0
2025-04-28 14:37:59,1.127.14.23,217.201.62.244,Firefox,1,0
2025-04-28 14:43:58,240.186.192.50,111.140.253.220,Chrome,1,0
2025-04-28 14:49:29,215.141.61.13,192.156.135.26,Chrome,1,0
2025-04-28 14:54:23,108.140.116.252,14.99.74.148,Safari,1,0
2025-04-28 14:56:49,251.161.25.80,232.147.109.93,Bot,1,0
2025-04-28 15:05:07,181.39.241.170,215.51.49.243,Bot,1,1
2025-04-28 15:13:17,10.252.33.79,201.123.102.182,Bot,1,0
2025-04-28 15:17:26,158.95.80.210,24.155.151.235,Chrome,1,0
2025-04-28 15:22:45,125.171.50.220,132.217.97.26,Bot,1,0
2025-04-28 15:25:49,239.146.100.44,213.40.48.92,Chrome,1,0
2025-04-28 15:35:40,6.221.88.123,218.157.5.187,Edge,1,0
2025-04-28 15:37:32,7.244.70.9,27.9.121.14,Firefox,1,0
2025-04-28 15:43:50,99.239.81.68,90.179.181.167,Edge,1,0
2025-04-28 15:45:28,212.248.222.201,10.168.44.194,Edge,1,0
2025-04-28 15:47:31,223.32.139.229,195.248.115.176,Edge,1,0
2025-04-28 15:48:57,71.183.252.194,61.131.51.203,Safari,1,0
2025-04-28 15:52:11,214.62.247.70,12.12.69.226,Edge,1,0
2025-04-28 15:55:22,92.253.179.90,221.53.100.192,Edge,1,0
2025-04-28 16:02:16,128.196.56.118,92.151.125.253,Bot,1,0
2025-04-28 16:11:28,214.61.139.240,127.215.41.39,Safari,1,0
2025-04-28 16:15:21,166.113.34.10,22.75.132.83,Safari,1,0
2025-04-28 16:20:46,213.81.253.7,106.229.163.238,Safari,1,0
2025-04-28 16:21:42,74.188.50.132,249.181.174.243,Safari,1,0
2025-04-28 16:31:07,12.225.189.204,244.92.196.113,Edge,1,0
2025-04-28 16:39:24,248.242.221.244,204.109.115.105,Chrome,1,1
2025-04-28 16:48:47,49.61.98.119,73.175.238.162,Safari,1,0
2025-04-28 16:53:25,213.77.70.214,104.120.223.92,Firefox,1,0
2025-04-28 16:59:58,195.143.176.97,162.250.69.217,Safari,1,0
2025-04-28 17:03:42,86.156.44.143,33.18.227.143,Bot,1,0
2025-04-28 17:08:26,186.121.227.202,223.53.151.251,Chrome,1,0
2025-04-28 17:14:33,255.110.120.253,211.52.153.139,Chrome,1,0
2025-04-28 17:18:20,18.34.92.16,133.128.72.204,Safari,1,0
2025-04-28 17:19:56,165.10.175.54,63.192.52.93,Bot,1,0
2025-04-28 17:26:03,192.120.121.38,156.63.62.35,Bot,1,0
2025-04-28 17:28:37,105.86.228.17,188.208.128.56,Safari,0,0
2025-04-28 17:35:18,226.10.154.65,22.176.133.184,Firefox,1,0
2025-04-28 17:38:43,150.140.82.65,206.27.32.174,Firefox,1,1
2025-04-28 17:47:22,23.166.71.108,54.239.60.111,Chrome,1,0
2025-04-28 17:57:10,19.76.210.102,159.18.179.109,Safari,1,0
2025-04-28 18:02:43,185.151.23.165,33.230.54.38,Firefox,1,0
2025-04-28 18:10:57,251.5.182.142,64.249.199.171,Chrome,0,0
2025-04-28 18:12:42,214.78.21.25,167.206.205.68,Edge,1,1
2025-04-28 18:22:11,23.176.15.241,81.208.191.178,Chrome,1,1
2025-04-28 18:31:50,67.184.17.91,221.205.94.96,Firefox,1,0
2025-04-28 18:37:54,118.102.164.63,100.215.110.254,Bot,1,0
2025-04-28 18:39:15,46.136.29.73,38.251.106.22,Edge,1,0
2025-04-28 18:44:36,15.69.88.14,223.198.41.152,Chrome,1,0
2025-04-28 18:47:44,205.39.17.225,138.134.254.5,Bot,1,1
2025-04-28 18:51:02,48.173.173.126,235.92.167.184,Chrome,1,0
2025-04-28 18:57:57,193.253.70.253,29.204.230.85,Bot,1,0
2025-04-28 18:59:22,26.254.51.204,72.122.226.196,Safari,0,0
2025-04-28 19:05:25,212.53.204.78,188.87.61.47,Firefox,1,0
2025-04-28 19:07:38,86.166.218.150,221.156.126.73,Edge,1,0
2025-04-28 19:13:06,219.140.4.62,187.194.254.187,Safari,1,0
2025-04-28 19:18:28,27.38.68.167,58.228.80.133,Edge,1,0
2025-04-28 19:24:24,107.86.23.251,179.240.140.98,Safari,1,1
2025-04-28 19:32:28,226.90.28.109,76.189.215.243,Firefox,1,0
2025-04-28 19:39:50,68.38.150.3,85.252.202.184,Firefox,1,0
2025-04-28 19:42:43,36.212.46.205,61.42.66.44,Bot,1,0
2025-04-28 19:47:12,16.83.91.121,114.207.76.107,Chrome,1,0
2025-04-28 19:52:08,118.128.116.231,93.171.138.198,Edge,1,0
2025-04-28 19:55:59,22.89.242.181,79.17.239.165,Firefox,1,0
2025-04-28 19:57:19,83.121.46.236,241.237.131.4,Edge,1,0
2025-04-28 20:03:04,30.125.96.165,92.48.112.154,Edge,1,0
2025-04-28 20:06:42,222.99.208.64,23.204.80.244,Bot,1,0
2025-04-28 20:07:33,97.54.29.164,15.125.43.63,Chrome,1,0
2025-04-28 20:12:25,1.49.23.191,197.167.201.103,Edge,1,1
2025-04-28 20:15:37,209.162.234.228,80.2.72.170,Firefox,1,0
2025-04-28 20:16:35,62.25.69.235,168.103.191.141,Safari,1,0
2025-04-28 20:18:12,253.211.52.205,198.17.8.99,Safari,1,0
2025-04-28 20:20:34,118.103.167.70,234.177.121.100,Edge,1,0
2025-04-28 20:22:05,224.142.41.14,234.125.81.87,Bot,1,0
2025-04-28 20:29:33,230.164.31.234,172.11.146.223,Safari,1,0
2025-04-28 20:30:40,40.192.13.210,104.42.7.234,Bot,1,1
2025-04-28 20:33:53,128.251.75.225,165.81.56.90,Chrome,1,0
2025-04-28 20:41:24,141.240.128.169,246.73.128.52,Safari,1,0
2025-04-28 20:50:43,15.111.24.190,71.104.22.150,Chrome,0,0
2025-04-28 20:52:43,217.224.230.115,71.110.233.179,Safari,1,0
2025-04-28 21:01:29,230.188.167.243,127.227.74.215,Chrome,1,0
2025-04-28 21:04:08,5.229.251.37,145.252.52.103,Bot,1,0
2025-04-28 21:05:50,77.73.23.214,23.231.246.116,Firefox,1,0
2025-04-28 21:11:50,108.252.136.58,61.36.221.69,Firefox,1,0
2025-04-28 21:16:06,199.33.189.182,169.172.198.195,Bot,1,0
2025-04-28 21:25:33,134.131.222.209,182.66.77.211,Chrome,1,0
2025-04-28 21:27:00,251.231.192.145,21.30.245.39,Firefox,1,0
2025-04-28 21:33:52,145.132.2.88,252.36.44.234,Safari,1,0
2025-04-28 21:40:40,28.13.130.2,63.111.110.89,Safari,1,0
2025-04-28 21:41:00,7.113.165.202,146.135.152.187,Bot,1,0
2025-04-28 21:47:55,50.127.212.9,146.218.28.19,Edge,1,0
2025-04-28 21:55:04,206.102.38.111,77.0.204.92,Safari,1,0
2025-04-28 21:59:10,3.97.255.107,12.114.180.252,Safari,1,0
2025-04-28 22:02:15,119.50.174.148,152.202.130.13,Bot,1,0
2025-04-28 22:10:23,102.98.237.55,23.48.82.55,Safari,1,1
2025-04-28 22:11:25,182.14.110.151,22.238.59.134,Safari,1,0
2025-04-28 22:15:43,64.176.92.160,99.42.43.14,Edge,1,0
2025-04-28 22:17:33,241.186.74.180,243.65.55.137,Chrome,1,0
2025-04-28 22:21:21,1.211.123.99,140.20.206.254,Bot,1,0
2025-04-28 22:24:29,183.211.62.72,111.60.84.92,Safari,1,0
2025-04-28 22:27:45,104.161.30.208,49.48.132.80,Bot,1,0
2025-04-28 22:33:05,229.38.182.112,54.140.17.8,Chrome,1,0
2025-04-28 22:39:16,85.190.186.138,187.28.57.234,Safari,1,0
2025-04-28 22:46:44,168.107.133.186,106.163.58.72,Firefox,1,0
2025-04-28 22:48:49,68.92.6.95,116.44.13.248,Firefox,1,0
2025-04-28 22:50:03,173.255.246.225,220.162.148.245,Edge,1,0
2025-04-28 22:55:34,193.23.129.108,61.101.118.25,Chrome,1,0
2025-04-28 22:58:37,114.215.211.249,133.25.191.182,Safari,1,0
2025-04-28 23:00:49,184.50.78.45,204.125.28.179,Firefox,1,0
2025-04-28 23:04:48,155.49.11.124,82.208.156.35,Firefox,1,0
2025-04-28 23:11:20,113.138.154.164,66.217.228.206,Firefox,1,0
2025-04-28 23:16:28,72.237.127.66,143.226.185.89,Safari,1,0
2025-04-28 23:18:20,40.10.111.215,167.184.115.3,Firefox,1,0
2025-04-28 23:24:10,171.101.224.145,31.53.20.39,Safari,1,0
2025-04-28 23:32:02,240.114.208.23,69.135.59.185,Bot,1,0
2025-04-28 23:33:20,57.230.10.74,226.13.100.200,Safari,1,1
2025-04-28 23:37:29,119.210.133.212,234.207.149.80,Chrome,1,0
2025-04-28 23:40:35,122.7.164.152,237.86.92.248,Bot,1,0
2025-04-28 23:48:04,40.207.130.41,73.182.34.38,Edge,1,0
2025-04-28 23:49:35,97.171.135.112,30.109.34.253,Chrome,1,0
2025-04-28 23:59:35,28.161.110.247,144.171.134.129,Firefox,1,0
2025-04-29 00:03:59,39.227.164.73,185.15.61.234,Safari,1,0
2025-04-29 00:13:26,205.172.157.32,217.90.234.53,Firefox,1,0
2025-04-29 00:20:14,155.77.95.124,18.236.70.134,Chrome,1,0
2025-04-29 00:27:55,216.130.41.150,211.209.179.240,Chrome,1,1
2025-04-29 00:32:55,147.215.172.58,78.82.103.134,Chrome,1,1
2025-04-29 00:33:18,234.162.142.222,129.200.76.15,Safari,1,0
2025-04-29 00:39:50,138.25.29.112,189.95.61.114,Chrome,1,1
2025-04-29 00:49:30,122.206.170.62,50.7.123.51,Bot,1,0
2025-04-29 00:58:33,9.17.129.6,43.123.184.137,Bot,1,0
2025-04-29 01:00:31,82.160.127.180,234.97.33.231,Firefox,1,0
2025-04-29 01:09:20,39.58.13.218,246.6.173.106,Chrome,1,0
2025-04-29 01:12:30,68.139.231.209,234.189.33.249,Bot,1,0
2025-04-29 01:15:56,39.19.41.61,107.198.225.229,Chrome,1,0
2025-04-29 01:19:38,238.78.168.185,145.52.174.27,Bot,1,0
2025-04-29 01:23:32,173.98.96.194,58.76.248.157,Chrome,1,0
2025-04-29 01:27:16,255.206.79.223,81.104.102.147,Firefox,1,0
2025-04-29 01:28:22,216.144.228.134,29.40.180.131,Firefox,1,0
